smiles,BDE_pred,D_pred
O=[N+]([O-])N=CN=c1c2nc([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],131,8725
O=[N+]([O-])Nc1nc2c3nc([N+](=O)[O-])n([N+](=O)[O-])c3nc([N+](=O)[O-])n2c1[N+](=O)[O-],121,8725
Nn1nc([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nc21,204,8724
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])c1=N[N+](=O)[O-],127,8723
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc12,162,8721
Nc1nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],120,8721
Nc1nc([N+](=O)[O-])nc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],199,8720
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])n2nc([N+](=O)[O-])c([N+](=O)[O-])c12,188,8719
Nc1c([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n(N[N+](=O)[O-])c1=O,153,8719
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,140,8719
Nn1c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,140,8719
Nc1c([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n([N+](=O)[O-])c1=O,198,8716
O=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],125,8716
Nn1c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n([N+](=O)[O-])c1=O,121,8716
Nc1c([N+](=O)[O-])nn2c([N+](=O)[O-])nnc2c1[N+](=O)[O-],274,8715
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],132,8715
NN=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],132,8715
O=[N+]([O-])c1nn2cnn([N+](=O)[O-])c2c1[N+](=O)[O-],190,8714
O=[N+]([O-])N=c1[nH]c([N+](=O)[O-])nc2c1nc([N+](=O)[O-])n2[N+](=O)[O-],148,8714
O=[N+]([O-])Nc1nc2[nH]nc([N+](=O)[O-])n2n1,131,8713
O=[N+]([O-])c1nnnc2[nH]nc([N+](=O)[O-])c12,208,8712
Nc1nn([N+](=O)[O-])c2c([N+](=O)[O-])nc([N+](=O)[O-])nc12,156,8709
Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc([N+](=O)[O-])c21,230,8708
NN=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],133,8705
Nc1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nc([N+](=O)[O-])n12,219,8703
Nc1c([N+](=O)[O-])nc2n([N+](=O)[O-])c([N+](=O)[O-])nn2c1=O,235,8702
O=[N+]([O-])c1nn([N+](=O)[O-])c2ncnn12,176,8702
Nc1c([N+](=O)[O-])nc2n([N+](=O)[O-])nc([N+](=O)[O-])n2c1=O,224,8701
O=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],123,8700
O=[N+]([O-])NN=c1c2nc([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])n1N[N+](=O)[O-],155,8699
O=c1[nH]c2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc2n1N[N+](=O)[O-],132,8699
Nc1c([N+](=O)[O-])nn2c([N+](=O)[O-])c([N+](=O)[O-])nnc12,248,8698
O=[N+]([O-])c1nc([N+](=O)[O-])c2nonc2n1,207,8698
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc12,242,8696
O=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],125,8695
O=c1c2[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])nn1[N+](=O)[O-],161,8694
Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2c1[N+](=O)[O-],235,8693
O=[N+]([O-])c1nc([N+](=O)[O-])c2c([N+](=O)[O-])[nH]nc2n1,189,8693
Nc1nc([N+](=O)[O-])c2c([N+](=O)[O-])n([N+](=O)[O-])nc2n1,142,8692
O=[N+]([O-])NN=c1[nH]c([N+](=O)[O-])nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc12,153,8690
Nn1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])c2c1[N+](=O)[O-],223,8689
Nc1nn2c([N+](=O)[O-])nnc2c([N+](=O)[O-])c1[N+](=O)[O-],263,8687
Nc1nc([N+](=O)[O-])n2c([N+](=O)[O-])c([N+](=O)[O-])nc2n1,216,8687
O=[N+]([O-])N=Cc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])nc2c(=N[N+](=O)[O-])n1[N+](=O)[O-],135,8687
Nn1nc([N+](=O)[O-])c2c([N+](=O)[O-])n([N+](=O)[O-])nc2c1=O,215,8686
Nc1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn2c1[N+](=O)[O-],254,8684
Nn1c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2c([N+](=O)[O-])nnc12,244,8684
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn2c([N+](=O)[O-])nnc12,257,8680
O=[N+]([O-])c1nc2n([N+](=O)[O-])ncn2n1,170,8679
N=c1c2nc([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],145,8679
Nc1c(N[N+](=O)[O-])c([N+](=O)[O-])nn2c([N+](=O)[O-])nnc12,134,8677
Nc1nc2c(=N[N+](=O)[O-])n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c2[nH]1,120,8677
Nc1nn([N+](=O)[O-])c(=O)c2c1c([N+](=O)[O-])nn2[N+](=O)[O-],131,8676
O=c1nc([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c12,136,8674
Nn1nc2c(=O)n([N+](=O)[O-])nc([N+](=O)[O-])c2c1[N+](=O)[O-],219,8673
O=[N+]([O-])N=Cc1nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],128,8673
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n1N[N+](=O)[O-],146,8672
Nc1nc([N+](=O)[O-])c([N+](=O)[O-])c2nc([N+](=O)[O-])nn12,242,8671
O=[N+]([O-])Nc1nnc2n1c1nnc(N[N+](=O)[O-])n1c1nnc(N[N+](=O)[O-])n21,120,8670
Nc1c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc2c1[N+](=O)[O-],278,8668
O=c1c2c([nH]c(=O)n2[N+](=O)[O-])n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],121,8666
Nc1c([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n([N+](=O)[O-])c1=O,208,8665
O=c1[nH]c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1N[N+](=O)[O-],126,8664
O=c1[nH]c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])n1N[N+](=O)[O-],126,8664
O=c1c2c([N+](=O)[O-])nn([N+](=O)[O-])c2nc2n([N+](=O)[O-])c([N+](=O)[O-])c(N[N+](=O)[O-])n12,120,8664
Nc1nc([N+](=O)[O-])nc2nn([N+](=O)[O-])c([N+](=O)[O-])c12,187,8663
O=c1[nH]c2c(nc([N+](=O)[O-])n2[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],139,8663
Nc1nn([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])nc([N+](=O)[O-])c12,137,8663
O=[N+]([O-])c1cc2nnc([N+](=O)[O-])n2c([N+](=O)[O-])n1,193,8662
O=[N+]([O-])N=Cn1nc([N+](=O)[O-])n2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c3nnc1n3-2,165,8662
Nc1c([N+](=O)[O-])nc2nnc(N[N+](=O)[O-])n2c1[N+](=O)[O-],131,8662
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,125,8657
Nc1nn2c([N+](=O)[O-])c([N+](=O)[O-])nnc2c1N[N+](=O)[O-],124,8657
Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc-2n1[N+](=O)[O-],248,8655
O=[N+]([O-])c1nonc1C1=NOC(c2nonc2[N+](=O)[O-])=NO1,245,8655
Nc1c([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])nn2c1=O,202,8653
O=c1[nH]nc([N+](=O)[O-])c2c([N+](=O)[O-])n([N+](=O)[O-])nc12,195,8653
Nc1nn2c([N+](=O)[O-])c([N+](=O)[O-])nnc2c1[N+](=O)[O-],257,8652
Nc1c([N+](=O)[O-])nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn12,248,8652
Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n1,209,8651
Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2[N+](=O)[O-])c1=N[N+](=O)[O-],156,8651
N=c1c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],126,8651
O=[N+]([O-])c1nc2[nH]c([N+](=O)[O-])nc([N+](=O)[O-])c-2n1,234,8649
O=c1c2n[nH]c([N+](=O)[O-])c2c([N+](=O)[O-])nn1[N+](=O)[O-],177,8649
Nn1nc([N+](=O)[O-])c2c1c(=O)n([N+](=O)[O-])c(=O)n2[N+](=O)[O-],139,8649
Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc-2n1N[N+](=O)[O-],154,8648
O=c1n(N[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c(=NN[N+](=O)[O-])c2n1N[N+](=O)[O-],147,8646
Nc1nn([N+](=O)[O-])c2nc([N+](=O)[O-])nc([N+](=O)[O-])c12,174,8645
O=c1[nH]c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=NN[N+](=O)[O-])c2n1N[N+](=O)[O-],124,8644
O=c1[nH]n([N+](=O)[O-])c(=O)c2c1c([N+](=O)[O-])nn2[N+](=O)[O-],180,8643
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c2nnnn2c1[N+](=O)[O-],276,8642
Nc1nc2nc([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n2n1,215,8641
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nc2nnc([N+](=O)[O-])n12,224,8639
N=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],193,8639
Nc1nnc2c([N+](=O)[O-])c([N+](=O)[O-])n([N+](=O)[O-])c(=O)n12,193,8638
NN1C([N+](=O)[O-])=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1[N+](=O)[O-],158,8638
Nc1nn([N+](=O)[O-])c(=O)n2c([N+](=O)[O-])c([N+](=O)[O-])nc12,214,8637
N=c1c2c(nc([N+](=O)[O-])n1[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],136,8637
O=[N+]([O-])Nc1n[nH]c2nnc3[nH]nc(N[N+](=O)[O-])n1-n23,135,8637
Nn1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=O)c21,206,8636
Nc1nc2n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c(=O)n2n1,198,8636
Nc1c([N+](=O)[O-])nn2c(=O)n([N+](=O)[O-])nc([N+](=O)[O-])c12,198,8634
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2nnc([N+](=O)[O-])n2c1[N+](=O)[O-],154,8634
O=[N+]([O-])c1nc([N+](=O)[O-])c2[nH]nc([N+](=O)[O-])c2n1,229,8633
Nc1nnc2n([N+](=O)[O-])c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n12,192,8633
NC1=N/C(=C2/C([N+](=O)[O-])=NO[N+]2=O)O[N-]1,190,8633
Nc1nc([N+](=O)[O-])n2nc([N+](=O)[O-])nc2c1[N+](=O)[O-],251,8632
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])c2nnn([N+](=O)[O-])c12,211,8632
O=c1[nH]c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1N[N+](=O)[O-],140,8631
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nn2c(N[N+](=O)[O-])nnc12,139,8630
O=c1c2c([N+](=O)[O-])n[nH]c2nc([N+](=O)[O-])n1[N+](=O)[O-],184,8628
N=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],132,8627
NN1C(N[N+](=O)[O-])=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C1[N+](=O)[O-],132,8627
Nc1nc([N+](=O)[O-])nc2c([N+](=O)[O-])nn([N+](=O)[O-])c12,178,8625
Nc1nn2c([N+](=O)[O-])nnc2c([N+](=O)[O-])c1N[N+](=O)[O-],133,8625
O=c1c2c(nc([N+](=O)[O-])n1N[N+](=O)[O-])nc([N+](=O)[O-])n2N[N+](=O)[O-],138,8624
O=c1n(C=N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n1[N+](=O)[O-],130,8624
Nn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c1=NN[N+](=O)[O-],183,8623
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],144,8622
Nc1nnc2c([N+](=O)[O-])c([N+](=O)[O-])nn2c1[N+](=O)[O-],266,8621
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nn2c([N+](=O)[O-])c([N+](=O)[O-])nnc12,189,8621
Nc1c([N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2c([N+](=O)[O-])nnc12,139,8621
O=[N+]([O-])N=Cn1c([N+](=O)[O-])nc2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c1=NN[N+](=O)[O-],127,8621
O=c1[nH]c2nc([N+](=O)[O-])n([N+](=O)[O-])c2c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],123,8621
O=c1[nH]c2nc([N+](=O)[O-])n([N+](=O)[O-])c2c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],123,8621
Nc1nc2nc([N+](=O)[O-])nn2c([N+](=O)[O-])c1[N+](=O)[O-],250,8620
Nc1nc2nnc([N+](=O)[O-])n2c([N+](=O)[O-])c1[N+](=O)[O-],244,8620
Nc1nnnc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],180,8620
Nc1nn([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nc12,150,8620
O=c1c2[nH]nc([N+](=O)[O-])c2n([N+](=O)[O-])c(=O)n1[N+](=O)[O-],121,8619
Nc1c([N+](=O)[O-])nc([N+](=O)[O-])c2c1nnn2[N+](=O)[O-],170,8618
O=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],139,8618
O=[N+]([O-])c1cnc2nnc([N+](=O)[O-])n2c1[N+](=O)[O-],253,8617
O=[N+]([O-])c1nc2nncn2c([N+](=O)[O-])c1[N+](=O)[O-],241,8617
O=[N+]([O-])c1cc([N+](=O)[O-])n2c([N+](=O)[O-])nnc2n1,216,8617
O=[N+]([O-])c1ncnc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],169,8617
Nc1nc([N+](=O)[O-])c2c(n1)c([N+](=O)[O-])nn2[N+](=O)[O-],160,8617
O=[N+]([O-])c1nn([N+](=O)[O-])c2c([N+](=O)[O-])ncnc12,159,8617
Nc1nn([N+](=O)[O-])c(=O)c2nn([N+](=O)[O-])c([N+](=O)[O-])c12,134,8617
Nn1c(=O)c2c([N+](=O)[O-])nn([N+](=O)[O-])c2n([N+](=O)[O-])c1=O,156,8616
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n1[N+](=O)[O-],145,8614
O=c1n([N+](=O)[O-])c2nc3nonc3nc2n1[N+](=O)[O-],120,8614
Nc1c2c([N+](=O)[O-])nc([N+](=O)[O-])nc2nn1[N+](=O)[O-],199,8613
Nc1nnn2nc([N+](=O)[O-])c([N+](=O)[O-])nc12,261,8612
Nc1nc2nc([N+](=O)[O-])nc([N+](=O)[O-])n2c1[N+](=O)[O-],233,8610
Nc1c([N+](=O)[O-])n2nnnc2n([N+](=O)[O-])c1=O,210,8609
Nc1nc([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c([N+](=O)[O-])nn12,188,8608
O=[N+]([O-])N=Cc1c2[n-]o[n-]c-2c(C=N[N+](=O)[O-])[n+](=O)[n+]1=O,163,8608
O=c1nc2n([N+](=O)[O-])nc([N+](=O)[O-])nc-2c(=O)n1N[N+](=O)[O-],123,8606
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])[nH]c2n1[N+](=O)[O-],122,8606
Nn1c(=O)n([N+](=O)[O-])c(=O)c2c1c([N+](=O)[O-])nn2[N+](=O)[O-],155,8605
O=[N+]([O-])Nc1nc([N+](=O)[O-])[nH]c2nc([N+](=O)[O-])nc1-2,140,8605
Nn1nc([N+](=O)[O-])c2c1nnn1c([N+](=O)[O-])c([N+](=O)[O-])nc21,267,8604
O=[N+]([O-])c1nc2nc3oc([N+](=O)[O-])nc3c([N+](=O)[O-])n2n1,223,8604
O=[N+]([O-])N=Cc1nn([N+](=O)[O-])c2nc([N+](=O)[O-])nn12,135,8604
Nn1c([N+](=O)[O-])nc2c(c1=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n2N[N+](=O)[O-],120,8604
O=c1[nH]c([N+](=O)[O-])nc2c1c([N+](=O)[O-])nn2[N+](=O)[O-],212,8603
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2c3nc([N+](=O)[O-])n([N+](=O)[O-])c3nc([N+](=O)[O-])n12,195,8603
O=[N+]([O-])N=Cc1nn([N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nn12,157,8603
O=c1n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1N[N+](=O)[O-],123,8603
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c2n1C=N[N+](=O)[O-],120,8603
Nc1c([N+](=O)[O-])n2nc([N+](=O)[O-])nc2n(N[N+](=O)[O-])c1=O,160,8602
Nc1nc([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])nc1-2,223,8601
O=c1c2c([N+](=O)[O-])nn(C=N[N+](=O)[O-])c2nc2n([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n12,166,8601
O=[N+]([O-])Nc1nnnc2[nH]nc(N[N+](=O)[O-])c12,135,8601
Nn1c([N+](=O)[O-])nc2c(=N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n(N[N+](=O)[O-])c21,120,8601
Nc1nc([N+](=O)[O-])nc2nc([N+](=O)[O-])c([N+](=O)[O-])n12,224,8600
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc12,252,8599
Nn1c([N+](=O)[O-])nc2c(c([N+](=O)[O-])nn2[N+](=O)[O-])c1=O,231,8599
Nc1nn([N+](=O)[O-])c2nnnc([N+](=O)[O-])c12,179,8599
O=[N+]([O-])N=Cn1nnn2nc([N+](=O)[O-])c([N+](=O)[O-])c12,139,8599
O=c1n(N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])[nH]c([N+](=O)[O-])nc2n1[N+](=O)[O-],122,8599
O=[N+]([O-])N=CC1=N/C(=C2/C([N+](=O)[O-])=NO[N+]2=O)O[N-]1,132,8598
O=[N+]([O-])N=Cc1nc2n([N+](=O)[O-])nc([N+](=O)[O-])n2n1,141,8597
Nn1nc([N+](=O)[O-])c2c(N[N+](=O)[O-])c([N+](=O)[O-])nn2c1=O,133,8597
N=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],133,8596
N=c1c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],133,8596
Nc1c([N+](=O)[O-])c2nnc([N+](=O)[O-])n2c(=O)n1N[N+](=O)[O-],177,8595
Nn1c([N+](=O)[O-])c(N[N+](=O)[O-])c2nnc([N+](=O)[O-])n2c1=O,122,8595
Nc1c([N+](=O)[O-])n(N[N+](=O)[O-])c2nc([N+](=O)[O-])nn2c1=O,151,8594
Nc1c([N+](=O)[O-])c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn12,246,8593
O=[N+]([O-])Nc1c2[n-]o[n-]c-2c[n+](=O)[n+]1=O,155,8593
O=[N+]([O-])N=Cc1nc([N+](=O)[O-])n([N+](=O)[O-])c2nc([N+](=O)[O-])nc1-2,150,8593
O=c1[nH]c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1N[N+](=O)[O-],136,8593
O=c1[nH]c(=NN[N+](=O)[O-])c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])n1N[N+](=O)[O-],136,8593
Nn1c(=O)c2c(c([N+](=O)[O-])nn2[N+](=O)[O-])n([N+](=O)[O-])c1=O,144,8592
Nn1nc([N+](=O)[O-])c2c(=O)n([N+](=O)[O-])c(=O)n([N+](=O)[O-])c21,141,8592
O=[N+]([O-])N=CC1=C(N[N+](=O)[O-])C(=C2N=NN=N2)C(N[N+](=O)[O-])=C([N+](=O)[O-])N1N[N+](=O)[O-],121,8592
O=c1n(N[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NC=N[N+](=O)[O-])c2n1N[N+](=O)[O-],123,8591
NN1C2=NC(=NN[N+](=O)[O-])C(=NN[N+](=O)[O-])N2C([N+](=O)[O-])=C1[N+](=O)[O-],120,8591
O=[N+]([O-])Nc1nnc2n1c1nnc([N+](=O)[O-])n1c1nnc([N+](=O)[O-])n21,122,8590
Nn1c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n2nc([N+](=O)[O-])nc12,249,8589
Nc1nc([N+](=O)[O-])c2c([N+](=O)[O-])nn([N+](=O)[O-])c2n1,156,8589
N=c1c2nc([N+](=O)[O-])nc([N+](=O)[O-])c2nc([N+](=O)[O-])n1N[N+](=O)[O-],145,8588
O=c1[nH]c2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc2n1N[N+](=O)[O-],141,8588
Nn1nc(N[N+](=O)[O-])c2c([N+](=O)[O-])c([N+](=O)[O-])nn2c1=O,129,8588
O=[N+]([O-])c1cc2nnc([N+](=O)[O-])c([N+](=O)[O-])n2n1,246,8587
O=[N+]([O-])N=Cc1c([N+](=O)[O-])nc2nc([N+](=O)[O-])nn2c1[N+](=O)[O-],165,8587
Nc1nnc2n(N[N+](=O)[O-])c(=O)c([N+](=O)[O-])c([N+](=O)[O-])n12,142,8587
N=c1c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(N[N+](=O)[O-])c(=O)n1N[N+](=O)[O-],135,8587
Nc1c([N+](=O)[O-])c([N+](=O)[O-])n2nnnc2c1N[N+](=O)[O-],130,8587
Nn1c2nc([N+](=O)[O-])nc-2c([N+](=O)[O-])nc1[N+](=O)[O-],271,8585
Nc1c([N+](=O)[O-])n2nnnc2n(N[N+](=O)[O-])c1=O,182,8585
Nc1c([N+](=O)[O-])c([N+](=O)[O-])c([N+](=O)[O-])c2nnnn12,236,8584
O=c1c2c(cnn1[N+](=O)[O-])c([N+](=O)[O-])nn2[N+](=O)[O-],144,8584
Nn1c(=O)n([N+](=O)[O-])c(=O)c2c([N+](=O)[O-])nn([N+](=O)[O-])c21,163,8583
Nc1nn2c([N+](=O)[O-])nc([N+](=O)[O-])c2c(=O)n1N[N+](=O)[O-],143,8583
NC1=C([N+](=O)[O-])C(=C2N=NN=N2)C([N+](=O)[O-])=C(N[N+](=O)[O-])N1[N+](=O)[O-],137,8583
Nc1nn([N+](=O)[O-])c(=O)n2nc([N+](=O)[O-])c([N+](=O)[O-])c12,185,8582
Nn1c([N+](=O)[O-])nc2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc21,177,8582
O=c1[nH]c2c(nc([N+](=O)[O-])n2N[N+](=O)[O-])c(=NN[N+](=O)[O-])n1N[N+](=O)[O-],133,8581
Nc1nc2c(=NN[N+](=O)[O-])n([N+](=O)[O-])c([N+](=O)[O-])nc2n1[N+](=O)[O-],126,8581
Nn1c(=O)n([N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c21,126,8581
O=c1n(C=N[N+](=O)[O-])c2c(=NN[N+](=O)[O-])n(N[N+](=O)[O-])c([N+](=O)[O-])nc2n1N[N+](=O)[O-],124,8581
Nc1n[nH]c2nnc3n([N+](=O)[O-])nc([N+](=O)[O-])n1-n23,253,8580
Nc1nc2c([N+](=O)[O-])nc([N+](=O)[O-])n([N+](=O)[O-])c-2n1,231,8580
Nn1c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n(N[N+](=O)[O-])c1=O,149,8579
Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c2n1,142,8579
Nn1c(=O)c([N+](=O)[O-])c(N[N+](=O)[O-])n2c([N+](=O)[O-])nnc12,137,8579
Nc1nc([N+](=O)[O-])c2c(n1)nc([N+](=O)[O-])n2[N+](=O)[O-],161,8578
Nc1c([N+](=O)[O-])nn2c([N+](=O)[O-])c(N[N+](=O)[O-])nnc12,149,8577
Nn1c(=O)c2c(c([N+](=O)[O-])nn2[N+](=O)[O-])n(N[N+](=O)[O-])c1=O,128,8577
O=c1n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(C=N[N+](=O)[O-])c2n1N[N+](=O)[O-],121,8577
Nn1c(=O)n(N[N+](=O)[O-])c(=NN[N+](=O)[O-])c2nc([N+](=O)[O-])n(N[N+](=O)[O-])c21,151,8576
NC1=C(N[N+](=O)[O-])N(N[N+](=O)[O-])C([N+](=O)[O-])=C(N[N+](=O)[O-])C1=C1N=NN=N1,134,8576
Nc1nn([N+](=O)[O-])c2nc([N+](=O)[O-])n([N+](=O)[O-])c(=O)c12,170,8574
O=[N+]([O-])c1cc([N+](=O)[O-])c2nnc([N+](=O)[O-])n2n1,268,8573
O=[N+]([O-])Nc1nc([N+](=O)[O-])c2nc([N+](=O)[O-])nc-2[nH]1,136,8573
